346,Origin Validation Error
347,Improper Verification of Cryptographic Signature
348,Use of Less Trusted Source
349,Acceptance of Extraneous Untrusted Data With Trusted Data
350,Reliance on Reverse DNS Resolution for a Security-Critical Action
351,Insufficient Type Distinction
352,Cross-Site Request Forgery (CSRF)
353,Missing Support for Integrity Check
354,Improper Validation of Integrity Check Value
355,User Interface Security Issues
356,Product UI does not Warn User of Unsafe Actions
357,Insufficient UI Warning of Dangerous Operations
358,Improperly Implemented Security Check for Standard
359,Exposure of Private Personal Information to an Unauthorized Actor
360,Trust of System Event Data
361,7PK - Time and State
362,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
363,Race Condition Enabling Link Following
364,Signal Handler Race Condition
365,Race Condition in Switch
366,Race Condition within a Thread
367,Time-of-check Time-of-use (TOCTOU) Race Condition
368,Context Switching Race Condition
369,Divide By Zero
370,Missing Check for Certificate Revocation after Initial Check
371,State Issues
372,Incomplete Internal State Distinction
373,DEPRECATED: State Synchronization Error
374,Passing Mutable Objects to an Untrusted Method
375,Returning a Mutable Object to an Untrusted Caller
376,DEPRECATED: Temporary File Issues
377,Insecure Temporary File
378,Creation of Temporary File With Insecure Permissions
379,Creation of Temporary File in Directory with Insecure Permissions
380,DEPRECATED: Technology-Specific Time and State Issues
381,DEPRECATED: J2EE Time and State Issues
382,J2EE Bad Practices: Use of System.exit()
383,J2EE Bad Practices: Direct Use of Threads
384,Session Fixation
385,Covert Timing Channel
386,Symbolic Name not Mapping to Correct Object
387,Signal Errors
388,7PK - Errors
389,Error Conditions Return Values Status Codes
390,Detection of Error Condition Without Action
391,Unchecked Error Condition
392,Missing Report of Error Condition
393,Return of Wrong Status Code
394,Unexpected Status Code or Return Value
395,Use of NullPointerException Catch to Detect NULL Pointer Dereference
396,Declaration of Catch for Generic Exception
397,Declaration of Throws for Generic Exception
398,7PK - Code Quality
399,Resource Management Errors
400,Uncontrolled Resource Consumption
401,Missing Release of Memory after Effective Lifetime
402,Transmission of Private Resources into a New Sphere ('Resource Leak')
403,Exposure of File Descriptor to Unintended Control Sphere ('File Descriptor Leak')
404,Improper Resource Shutdown or Release
405,Asymmetric Resource Consumption (Amplification)
406,Insufficient Control of Network Message Volume (Network Amplification)
407,Inefficient Algorithmic Complexity
408,Incorrect Behavior Order: Early Amplification
409,Improper Handling of Highly Compressed Data (Data Amplification)
410,Insufficient Resource Pool
411,Resource Locking Problems
412,Unrestricted Externally Accessible Lock
413,Improper Resource Locking
414,Missing Lock Check
415,Double Free
416,Use After Free
417,Communication Channel Errors
418,DEPRECATED: Channel Errors
419,Unprotected Primary Channel
420,Unprotected Alternate Channel
421,Race Condition During Access to Alternate Channel
422,Unprotected Windows Messaging Channel ('Shatter')
423,DEPRECATED (Duplicate): Proxied Trusted Channel
424,Improper Protection of Alternate Path
425,Direct Request ('Forced Browsing')
426,Untrusted Search Path
427,Uncontrolled Search Path Element
428,Unquoted Search Path or Element
429,Handler Errors
430,Deployment of Wrong Handler
431,Missing Handler
432,Dangerous Signal Handler not Disabled During Sensitive Operations
433,Unparsed Raw Web Content Delivery
434,Unrestricted Upload of File with Dangerous Type
435,Improper Interaction Between Multiple Correctly-Behaving Entities
436,Interpretation Conflict
437,Incomplete Model of Endpoint Features
438,Behavioral Problems
439,Behavioral Change in New Version or Environment
440,Expected Behavior Violation
441,Unintended Proxy or Intermediary ('Confused Deputy')
442,DEPRECATED: Web Problems
443,DEPRECATED (Duplicate): HTTP response splitting
444,Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling')
445,DEPRECATED: User Interface Errors
446,UI Discrepancy for Security Feature
447,Unimplemented or Unsupported Feature in UI
448,Obsolete Feature in UI
449,The UI Performs the Wrong Action
450,Multiple Interpretations of UI Input
451,User Interface (UI) Misrepresentation of Critical Information
452,Initialization and Cleanup Errors
453,Insecure Default Variable Initialization
454,External Initialization of Trusted Variables or Data Stores
455,Non-exit on Failed Initialization
456,Missing Initialization of a Variable
457,Use of Uninitialized Variable
458,DEPRECATED: Incorrect Initialization
459,Incomplete Cleanup
460,Improper Cleanup on Thrown Exception
461,DEPRECATED: Data Structure Issues
462,Duplicate Key in Associative List (Alist)
463,Deletion of Data Structure Sentinel
464,Addition of Data Structure Sentinel
465,Pointer Issues
466,Return of Pointer Value Outside of Expected Range
467,Use of sizeof() on a Pointer Type
468,Incorrect Pointer Scaling
469,Use of Pointer Subtraction to Determine Size
470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection')
471,Modification of Assumed-Immutable Data (MAID)
472,External Control of Assumed-Immutable Web Parameter
473,PHP External Variable Modification
474,Use of Function with Inconsistent Implementations
475,Undefined Behavior for Input to API
476,NULL Pointer Dereference
477,Use of Obsolete Function
478,Missing Default Case in Switch Statement
479,Signal Handler Use of a Non-reentrant Function
480,Use of Incorrect Operator
481,Assigning instead of Comparing
482,Comparing instead of Assigning
483,Incorrect Block Delimitation
484,Omitted Break Statement in Switch
485,7PK - Encapsulation
486,Comparison of Classes by Name
487,Reliance on Package-level Scope
488,Exposure of Data Element to Wrong Session
489,Active Debug Code
490,DEPRECATED: Mobile Code Issues
491,Public cloneable() Method Without Final ('Object Hijack')
492,Use of Inner Class Containing Sensitive Data
493,Critical Public Variable Without Final Modifier
494,Download of Code Without Integrity Check
495,Private Data Structure Returned From A Public Method
496,Public Data Assigned to Private Array-Typed Field
497,Exposure of Sensitive System Information to an Unauthorized Control Sphere
498,Cloneable Class Containing Sensitive Information
499,Serializable Class Containing Sensitive Data
500,Public Static Field Not Marked Final
501,Trust Boundary Violation
502,Deserialization of Untrusted Data
503,DEPRECATED: Byte/Object Code
504,DEPRECATED: Motivation/Intent
505,DEPRECATED: Intentionally Introduced Weakness
506,Embedded Malicious Code
507,Trojan Horse
508,Non-Replicating Malicious Code
509,Replicating Malicious Code (Virus or Worm)
510,Trapdoor
511,Logic/Time Bomb
512,Spyware
513,DEPRECATED: Intentionally Introduced Nonmalicious Weakness
514,Covert Channel
515,Covert Storage Channel
516,DEPRECATED (Duplicate): Covert Timing Channel
517,DEPRECATED: Other Intentional Nonmalicious Weakness
518,DEPRECATED: Inadvertently Introduced Weakness
519,DEPRECATED: .NET Environment Issues
520,.NET Misconfiguration: Use of Impersonation
521,Weak Password Requirements
522,Insufficiently Protected Credentials
523,Unprotected Transport of Credentials
524,Use of Cache Containing Sensitive Information
525,Use of Web Browser Cache Containing Sensitive Information
526,Exposure of Sensitive Information Through Environmental Variables
527,Exposure of Version-Control Repository to an Unauthorized Control Sphere
528,Exposure of Core Dump File to an Unauthorized Control Sphere
529,Exposure of Access Control List Files to an Unauthorized Control Sphere
530,Exposure of Backup File to an Unauthorized Control Sphere
531,Inclusion of Sensitive Information in Test Code
532,Insertion of Sensitive Information into Log File
533,DEPRECATED: Information Exposure Through Server Log Files
534,DEPRECATED: Information Exposure Through Debug Log Files
535,Exposure of Information Through Shell Error Message
536,Servlet Runtime Error Message Containing Sensitive Information
537,Java Runtime Error Message Containing Sensitive Information
538,Insertion of Sensitive Information into Externally-Accessible File or Directory
539,Use of Persistent Cookies Containing Sensitive Information
540,Inclusion of Sensitive Information in Source Code
541,Inclusion of Sensitive Information in an Include File
542,DEPRECATED: Information Exposure Through Cleanup Log Files
543,Use of Singleton Pattern Without Synchronization in a Multithreaded Context
544,Missing Standardized Error Handling Mechanism
545,DEPRECATED: Use of Dynamic Class Loading
546,Suspicious Comment
547,Use of Hard-coded Security-relevant Constants
548,Exposure of Information Through Directory Listing
549,Missing Password Field Masking
550,Server-generated Error Message Containing Sensitive Information
551,Incorrect Behavior Order: Authorization Before Parsing and Canonicalization
552,Files or Directories Accessible to External Parties
553,Command Shell in Externally Accessible Directory
554,ASP.NET Misconfiguration: Not Using Input Validation Framework
555,J2EE Misconfiguration: Plaintext Password in Configuration File
556,ASP.NET Misconfiguration: Use of Identity Impersonation
557,Concurrency Issues
558,Use of getlogin() in Multithreaded Application
559,DEPRECATED: Often Misused: Arguments and Parameters
560,Use of umask() with chmod-style Argument
561,Dead Code
562,Return of Stack Variable Address
563,Assignment to Variable without Use
564,SQL Injection: Hibernate
565,Reliance on Cookies without Validation and Integrity Checking
566,Authorization Bypass Through User-Controlled SQL Primary Key
567,Unsynchronized Access to Shared Data in a Multithreaded Context
568,finalize() Method Without super.finalize()
569,Expression Issues
570,Expression is Always False
571,Expression is Always True
572,Call to Thread run() instead of start()
573,Improper Following of Specification by Caller
574,EJB Bad Practices: Use of Synchronization Primitives
575,EJB Bad Practices: Use of AWT Swing
576,EJB Bad Practices: Use of Java I/O
577,EJB Bad Practices: Use of Sockets
578,EJB Bad Practices: Use of Class Loader
579,J2EE Bad Practices: Non-serializable Object Stored in Session
580,clone() Method Without super.clone()
581,Object Model Violation: Just One of Equals and Hashcode Defined
582,Array Declared Public Final and Static
583,finalize() Method Declared Public
584,Return Inside Finally Block
585,Empty Synchronized Block
586,Explicit Call to Finalize()
587,Assignment of a Fixed Address to a Pointer
588,Attempt to Access Child of a Non-structure Pointer
589,Call to Non-ubiquitous API
590,Free of Memory not on the Heap
591,Sensitive Data Storage in Improperly Locked Memory
592,DEPRECATED: Authentication Bypass Issues
593,Authentication Bypass: OpenSSL CTX Object Modified after SSL Objects are Created
594,J2EE Framework: Saving Unserializable Objects to Disk
595,Comparison of Object References Instead of Object Contents
596,DEPRECATED: Incorrect Semantic Object Comparison
597,Use of Wrong Operator in String Comparison
598,Use of GET Request Method With Sensitive Query Strings
599,Missing Validation of OpenSSL Certificate
600,Uncaught Exception in Servlet
601,URL Redirection to Untrusted Site ('Open Redirect')
602,Client-Side Enforcement of Server-Side Security
603,Use of Client-Side Authentication
604,Deprecated Entries
605,Multiple Binds to the Same Port
606,Unchecked Input for Loop Condition
607,Public Static Final Field References Mutable Object
608,Struts: Non-private Field in ActionForm Class
609,Double-Checked Locking
610,Externally Controlled Reference to a Resource in Another Sphere
611,Improper Restriction of XML External Entity Reference
612,Improper Authorization of Index Containing Sensitive Information
613,Insufficient Session Expiration
614,Sensitive Cookie in HTTPS Session Without 'Secure' Attribute
615,Inclusion of Sensitive Information in Source Code Comments
616,Incomplete Identification of Uploaded File Variables (PHP)
617,Reachable Assertion
618,Exposed Unsafe ActiveX Method
619,Dangling Database Cursor ('Cursor Injection')
620,Unverified Password Change
621,Variable Extraction Error
622,Improper Validation of Function Hook Arguments
623,Unsafe ActiveX Control Marked Safe For Scripting
624,Executable Regular Expression Error
625,Permissive Regular Expression
626,Null Byte Interaction Error (Poison Null Byte)
627,Dynamic Variable Evaluation
628,Function Call with Incorrectly Specified Arguments
629,Weaknesses in OWASP Top Ten (2007)
630,DEPRECATED: Weaknesses Examined by SAMATE
631,DEPRECATED: Resource-specific Weaknesses
632,DEPRECATED: Weaknesses that Affect Files or Directories
633,DEPRECATED: Weaknesses that Affect Memory
634,DEPRECATED: Weaknesses that Affect System Processes
635,Weaknesses Originally Used by NVD from 2008 to 2016
636,Not Failing Securely ('Failing Open')
637,Unnecessary Complexity in Protection Mechanism (Not Using 'Economy of Mechanism')
638,Not Using Complete Mediation
639,Authorization Bypass Through User-Controlled Key
640,Weak Password Recovery Mechanism for Forgotten Password
641,Improper Restriction of Names for Files and Other Resources
642,External Control of Critical State Data
643,Improper Neutralization of Data within XPath Expressions ('XPath Injection')
644,Improper Neutralization of HTTP Headers for Scripting Syntax
645,Overly Restrictive Account Lockout Mechanism
646,Reliance on File Name or Extension of Externally-Supplied File
647,Use of Non-Canonical URL Paths for Authorization Decisions
648,Incorrect Use of Privileged APIs
649,Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking
650,Trusting HTTP Permission Methods on the Server Side
651,Exposure of WSDL File Containing Sensitive Information
652,Improper Neutralization of Data within XQuery Expressions ('XQuery Injection')
653,Insufficient Compartmentalization
654,Reliance on a Single Factor in a Security Decision
655,Insufficient Psychological Acceptability
656,Reliance on Security Through Obscurity
657,Violation of Secure Design Principles
658,Weaknesses in Software Written in C
659,Weaknesses in Software Written in C++
660,Weaknesses in Software Written in Java
661,Weaknesses in Software Written in PHP
662,Improper Synchronization
663,Use of a Non-reentrant Function in a Concurrent Context
664,Improper Control of a Resource Through its Lifetime
665,Improper Initialization
666,Operation on Resource in Wrong Phase of Lifetime
667,Improper Locking
668,Exposure of Resource to Wrong Sphere
669,Incorrect Resource Transfer Between Spheres
670,Always-Incorrect Control Flow Implementation
671,Lack of Administrator Control over Security
672,Operation on a Resource after Expiration or Release
673,External Influence of Sphere Definition
674,Uncontrolled Recursion
675,Duplicate Operations on Resource
676,Use of Potentially Dangerous Function
677,Weakness Base Elements
678,Composites
679,DEPRECATED: Chain Elements
680,Integer Overflow to Buffer Overflow
681,Incorrect Conversion between Numeric Types
682,Incorrect Calculation
683,Function Call With Incorrect Order of Arguments
684,Incorrect Provision of Specified Functionality
685,Function Call With Incorrect Number of Arguments
686,Function Call With Incorrect Argument Type
687,Function Call With Incorrectly Specified Argument Value
688,Function Call With Incorrect Variable or Reference as Argument
689,Permission Race Condition During Resource Copy
690,Unchecked Return Value to NULL Pointer Dereference
691,Insufficient Control Flow Management
692,Incomplete Blacklist to Cross-Site Scripting
693,Protection Mechanism Failure
694,Use of Multiple Resources with Duplicate Identifier
695,Use of Low-Level Functionality
696,Incorrect Behavior Order
697,Incorrect Comparison
698,Execution After Redirect (EAR)
699,Software Development
700,Seven Pernicious Kingdoms
701,Weaknesses Introduced During Design
702,Weaknesses Introduced During Implementation
703,Improper Check or Handling of Exceptional Conditions
704,Incorrect Type Conversion or Cast
705,Incorrect Control Flow Scoping
706,Use of Incorrectly-Resolved Name or Reference
707,Improper Neutralization
708,Incorrect Ownership Assignment
709,Named Chains
710,Improper Adherence to Coding Standards
711,Weaknesses in OWASP Top Ten (2004)
712,OWASP Top Ten 2007 Category A1 - Cross Site Scripting (XSS)
713,OWASP Top Ten 2007 Category A2 - Injection Flaws
714,OWASP Top Ten 2007 Category A3 - Malicious File Execution
715,OWASP Top Ten 2007 Category A4 - Insecure Direct Object Reference
716,OWASP Top Ten 2007 Category A5 - Cross Site Request Forgery (CSRF)
